REGION,DISTRICT,new_FACILITY,Year,Month,Suspect,n
Lindi,Kilwa,Kitomanga Health Center,2023,10,Suspect,4
Lindi,Kilwa,Kitomanga Health Center,2023,11,Healthy,1
Lindi,Kilwa,Ligula Regional Hospital,2021,3,Suspect,1
Lindi,Kilwa,Ligula Regional Hospital,2021,4,Suspect,1
Lindi,Kilwa,Ligula Regional Hospital,2021,7,Healthy,1
Lindi,Kilwa,Ligula Regional Hospital,2022,7,Suspect,1
Lindi,Kilwa,Ligula Regional Hospital,2022,8,Suspect,5
Lindi,Kilwa,Ligula Regional Hospital,2022,9,Suspect,9
Lindi,Kilwa,Liwale District Hospital,2021,8,Suspect,1
Lindi,Kilwa,Liwale District Hospital,2021,9,Healthy,3
Lindi,Kilwa,Liwale District Hospital,2021,10,Healthy,1
Lindi,Kilwa,Liwale District Hospital,2021,10,Suspect,3
Lindi,Kilwa,Liwale District Hospital,2023,1,Healthy,1
Lindi,Kilwa,Mkomaindo Hospital,2019,9,Suspect,6
Lindi,Kilwa,Mkomaindo Hospital,2019,11,Suspect,1
Lindi,Kilwa,Mkomaindo Hospital,2020,3,Suspect,3
Lindi,Kilwa,Nyangao Hospital,2021,1,Suspect,1
Lindi,Kilwa,Nyangoto Health Center,2023,4,Suspect,1
Lindi,Kilwa,Rabies Test Facility,2018,3,Healthy,1
Lindi,Kilwa,Ruangwa District Hospital,2019,3,Suspect,1
Lindi,Kilwa,Ruangwa District Hospital,2019,4,Healthy,1
Lindi,Kilwa,Sokoine Hospital,2022,10,Suspect,6
Lindi,Kilwa,Sokoine Hospital,2022,12,Suspect,4
Lindi,Kilwa,Sokoine Hospital,2023,1,Suspect,6
Lindi,Kilwa,Sokoine Hospital,2023,3,Suspect,2
Lindi,Kilwa,Sokoine Hospital,2023,4,Suspect,4
Lindi,Kilwa,Sokoine Hospital,2023,5,Suspect,1
Lindi,Kilwa,Sokoine Hospital,2023,8,Suspect,2
Lindi,Lindi,Chiponda Health Center,2020,1,Healthy,1
Lindi,Lindi,Chiponda Health Center,2020,3,Healthy,1
Lindi,Lindi,Chiponda Health Center,2020,3,Suspect,3
Lindi,Lindi,Chiponda Health Center,2020,5,Suspect,1
Lindi,Lindi,Chiponda Health Center,2020,7,Suspect,1
Lindi,Lindi,Chiponda Health Center,2020,8,Suspect,1
Lindi,Lindi,Chiponda Health Center,2020,9,Suspect,1
Lindi,Lindi,Chiponda Health Center,2020,10,Suspect,2
Lindi,Lindi,Chiponda Health Center,2020,11,Healthy,1
Lindi,Lindi,Chiponda Health Center,2020,12,Suspect,1
Lindi,Lindi,Kitomanga Health Center,2020,2,Suspect,1
Lindi,Lindi,Kitomanga Health Center,2020,7,Healthy,2
Lindi,Lindi,Kitomanga Health Center,2020,7,Suspect,1
Lindi,Lindi,Kitomanga Health Center,2020,9,Healthy,1
Lindi,Lindi,Kitomanga Health Center,2020,9,Suspect,2
Lindi,Lindi,Kitomanga Health Center,2020,10,Healthy,1
Lindi,Lindi,Kitomanga Health Center,2020,11,Suspect,1
Lindi,Lindi,Kitomanga Health Center,2021,1,Suspect,1
Lindi,Lindi,Kitomanga Health Center,2021,6,Healthy,1
Lindi,Lindi,Kitomanga Health Center,2021,7,Healthy,1
Lindi,Lindi,Kitomanga Health Center,2021,8,Healthy,1
Lindi,Lindi,Kitomanga Health Center,2021,9,Suspect,2
Lindi,Lindi,Kitomanga Health Center,2021,10,Healthy,1
Lindi,Lindi,Kitomanga Health Center,2021,10,Suspect,2
Lindi,Lindi,Kitomanga Health Center,2022,1,Suspect,3
Lindi,Lindi,Kitomanga Health Center,2022,2,Suspect,1
Lindi,Lindi,Kitomanga Health Center,2022,3,Suspect,1
Lindi,Lindi,Kitomanga Health Center,2022,11,Suspect,2
Lindi,Lindi,Kitomanga Health Center,2022,12,Healthy,2
Lindi,Lindi,Kitomanga Health Center,2022,12,Suspect,4
Lindi,Lindi,Kitomanga Health Center,2023,1,Healthy,1
Lindi,Lindi,Kitomanga Health Center,2023,4,Suspect,3
Lindi,Lindi,Kitomanga Health Center,2023,5,Suspect,1
Lindi,Lindi,Kitomanga Health Center,2023,6,Suspect,1
Lindi,Lindi,Ligula Regional Hospital,2019,3,Suspect,1
Lindi,Lindi,Ligula Regional Hospital,2022,3,Suspect,1
Lindi,Lindi,Ligula Regional Hospital,2022,5,Suspect,1
Lindi,Lindi,Ligula Regional Hospital,2022,6,Suspect,1
Lindi,Lindi,Ligula Regional Hospital,2022,7,Suspect,1
Lindi,Lindi,Ligula Regional Hospital,2022,8,Suspect,4
Lindi,Lindi,Ligula Regional Hospital,2022,9,Suspect,3
Lindi,Lindi,Nachingwea District Hospital,2020,8,Healthy,1
Lindi,Lindi,Nyangao Hospital,2018,8,Healthy,3
Lindi,Lindi,Nyangao Hospital,2018,8,Suspect,1
Lindi,Lindi,Nyangao Hospital,2018,9,Healthy,1
Lindi,Lindi,Nyangao Hospital,2018,12,Healthy,1
Lindi,Lindi,Nyangao Hospital,2019,1,Suspect,1
Lindi,Lindi,Nyangao Hospital,2019,4,Healthy,1
Lindi,Lindi,Nyangao Hospital,2019,5,Healthy,1
Lindi,Lindi,Nyangao Hospital,2019,8,Suspect,1
Lindi,Lindi,Nyangao Hospital,2019,10,Suspect,1
Lindi,Lindi,Nyangao Hospital,2019,11,Suspect,1
Lindi,Lindi,Nyangao Hospital,2019,12,Suspect,1
Lindi,Lindi,Nyangao Hospital,2020,1,Healthy,1
Lindi,Lindi,Nyangao Hospital,2020,1,Suspect,3
Lindi,Lindi,Nyangao Hospital,2020,2,Suspect,2
Lindi,Lindi,Nyangao Hospital,2020,6,Healthy,1
Lindi,Lindi,Nyangao Hospital,2020,8,Healthy,2
Lindi,Lindi,Nyangao Hospital,2020,9,Suspect,2
Lindi,Lindi,Nyangao Hospital,2021,2,Healthy,1
Lindi,Lindi,Nyangao Hospital,2021,2,Suspect,2
Lindi,Lindi,Nyangao Hospital,2021,3,Suspect,4
Lindi,Lindi,Nyangao Hospital,2021,4,Healthy,1
Lindi,Lindi,Nyangao Hospital,2021,4,Suspect,1
Lindi,Lindi,Nyangao Hospital,2021,7,Healthy,1
Lindi,Lindi,Nyangao Hospital,2021,8,Healthy,1
Lindi,Lindi,Nyangao Hospital,2021,9,Suspect,1
Lindi,Lindi,Nyangao Hospital,2021,11,Suspect,3
Lindi,Lindi,Nyangao Hospital,2022,1,Suspect,1
Lindi,Lindi,Nyangao Hospital,2022,6,Suspect,1
Lindi,Lindi,Nyangao Hospital,2022,7,Suspect,3
Lindi,Lindi,Nyangao Hospital,2022,8,Suspect,4
Lindi,Lindi,Nyangao Hospital,2022,10,Suspect,3
Lindi,Lindi,Nyangao Hospital,2023,1,Suspect,2
Lindi,Lindi,Nyangao Hospital,2023,4,Suspect,1
Lindi,Lindi,Nyangao Hospital,2023,5,Suspect,4
Lindi,Lindi,Nyangao Hospital,2023,6,Suspect,3
Lindi,Lindi,Nyangao Hospital,2023,7,Suspect,4
Lindi,Lindi,Nyangao Hospital,2023,8,Suspect,2
Lindi,Lindi,Nyangao Hospital,2023,10,Suspect,1
Lindi,Lindi,Nyangao Hospital,2023,11,Suspect,1
Lindi,Lindi,Nyangao Hospital,2023,12,Healthy,1
Lindi,Lindi,Nyangao Hospital,2023,12,Suspect,2
Lindi,Lindi,Rutamba Health Center,2022,8,Suspect,5
Lindi,Lindi,Sokoine Hospital,2018,9,Healthy,1
Lindi,Lindi,Sokoine Hospital,2019,3,Healthy,1
Lindi,Lindi,Sokoine Hospital,2019,3,Suspect,1
Lindi,Lindi,Sokoine Hospital,2019,4,Suspect,2
Lindi,Lindi,Sokoine Hospital,2022,3,Suspect,1
Lindi,Lindi,Sokoine Hospital,2022,5,Suspect,1
Lindi,Lindi,Sokoine Hospital,2022,6,Suspect,1
Lindi,Lindi,Sokoine Hospital,2022,10,Suspect,1
Lindi,Lindi,Sokoine Hospital,2022,11,Suspect,4
Lindi,Lindi,Sokoine Hospital,2022,12,Suspect,1
Lindi,Lindi,Sokoine Hospital,2023,1,Suspect,6
Lindi,Lindi,Sokoine Hospital,2023,2,Healthy,1
Lindi,Lindi,Sokoine Hospital,2023,2,Suspect,4
Lindi,Lindi,Sokoine Hospital,2023,3,Suspect,1
Lindi,Lindi,Sokoine Hospital,2023,4,Suspect,4
Lindi,Lindi,Sokoine Hospital,2023,5,Suspect,3
Lindi,Lindi,Sokoine Hospital,2023,6,Suspect,1
Lindi,Lindi,Sokoine Hospital,2023,7,Suspect,2
Lindi,Lindi,Sokoine Hospital,2023,8,Suspect,7
Lindi,Lindi,Sokoine Hospital,2023,10,Suspect,4
Lindi,Lindi,Sokoine Hospital,2023,11,Suspect,4
Lindi,Lindi,Sokoine Hospital,2023,12,Suspect,1
Lindi,Lindi,Tanzania Facility,2022,8,Suspect,1
Lindi,Liwale,Kibutuka Dispensary,2020,9,Suspect,1
Lindi,Liwale,Kibutuka Dispensary,2020,11,Healthy,1
Lindi,Liwale,Liwale District Hospital,2018,7,Healthy,2
Lindi,Liwale,Liwale District Hospital,2018,7,Suspect,1
Lindi,Liwale,Liwale District Hospital,2018,8,Healthy,1
Lindi,Liwale,Liwale District Hospital,2018,11,Healthy,3
Lindi,Liwale,Liwale District Hospital,2018,11,Suspect,1
Lindi,Liwale,Liwale District Hospital,2021,10,Suspect,2
Lindi,Liwale,Liwale District Hospital,2021,12,Healthy,1
Lindi,Liwale,Liwale District Hospital,2022,1,Healthy,1
Lindi,Liwale,Liwale District Hospital,2022,2,Healthy,3
Lindi,Liwale,Liwale District Hospital,2022,2,Suspect,1
Lindi,Liwale,Liwale District Hospital,2022,3,Suspect,2
Lindi,Liwale,Liwale District Hospital,2022,4,Healthy,1
Lindi,Liwale,Liwale District Hospital,2022,4,Suspect,1
Lindi,Liwale,Liwale District Hospital,2022,5,Healthy,1
Lindi,Liwale,Liwale District Hospital,2022,6,Suspect,1
Lindi,Liwale,Liwale District Hospital,2022,9,Suspect,3
Lindi,Liwale,Liwale District Hospital,2022,10,Suspect,3
Lindi,Liwale,Liwale District Hospital,2022,11,Healthy,3
Lindi,Liwale,Liwale District Hospital,2022,11,Suspect,4
Lindi,Liwale,Liwale District Hospital,2022,12,Healthy,1
Lindi,Liwale,Liwale District Hospital,2023,2,Healthy,2
Lindi,Liwale,Liwale District Hospital,2023,3,Healthy,1
Lindi,Liwale,Liwale District Hospital,2023,4,Healthy,1
Lindi,Liwale,Liwale District Hospital,2023,4,Suspect,2
Lindi,Liwale,Liwale District Hospital,2023,5,Suspect,1
Lindi,Liwale,Liwale District Hospital,2023,6,Healthy,2
Lindi,Liwale,Liwale District Hospital,2023,7,Healthy,1
Lindi,Liwale,Liwale District Hospital,2023,8,Healthy,2
Lindi,Liwale,Liwale District Hospital,2023,9,Healthy,2
Lindi,Liwale,Liwale District Hospital,2023,10,Healthy,5
Lindi,Liwale,Liwale District Hospital,2023,10,Suspect,1
Lindi,Liwale,Liwale District Hospital,2023,11,Healthy,1
Lindi,Liwale,Nachingwea District Hospital,2018,11,Suspect,1
Lindi,Liwale,Nachingwea District Hospital,2023,1,Suspect,1
Lindi,Liwale,Nachingwea District Hospital,2023,8,Suspect,1
Lindi,Nachingwea,Kitomanga Health Center,2021,11,Suspect,1
Lindi,Nachingwea,Liwale District Hospital,2021,8,Suspect,1
Lindi,Nachingwea,Mkomaindo Hospital,2019,6,Healthy,1
Lindi,Nachingwea,Mkomaindo Hospital,2022,7,Suspect,1
Lindi,Nachingwea,Mnero Hospital,2020,10,Healthy,1
Lindi,Nachingwea,Mnero Hospital,2020,10,Suspect,1
Lindi,Nachingwea,Mnero Hospital,2021,1,Suspect,1
Lindi,Nachingwea,Mnero Hospital,2021,3,Healthy,1
Lindi,Nachingwea,Mnero Hospital,2021,10,Healthy,2
Lindi,Nachingwea,Mnero Hospital,2022,7,Healthy,1
Lindi,Nachingwea,Mnero Hospital,2022,8,Healthy,2
Lindi,Nachingwea,Mnero Hospital,2022,12,Healthy,1
Lindi,Nachingwea,Nachingwea District Hospital,2018,7,Suspect,3
Lindi,Nachingwea,Nachingwea District Hospital,2018,8,Healthy,1
Lindi,Nachingwea,Nachingwea District Hospital,2018,8,Suspect,4
Lindi,Nachingwea,Nachingwea District Hospital,2018,9,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2018,10,Suspect,5
Lindi,Nachingwea,Nachingwea District Hospital,2018,11,Suspect,2
Lindi,Nachingwea,Nachingwea District Hospital,2019,2,Healthy,2
Lindi,Nachingwea,Nachingwea District Hospital,2019,7,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2019,9,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2019,10,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2019,11,Healthy,1
Lindi,Nachingwea,Nachingwea District Hospital,2019,12,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2020,1,Healthy,1
Lindi,Nachingwea,Nachingwea District Hospital,2020,1,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2020,3,Suspect,6
Lindi,Nachingwea,Nachingwea District Hospital,2020,4,Suspect,2
Lindi,Nachingwea,Nachingwea District Hospital,2020,9,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2020,10,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2020,11,Healthy,1
Lindi,Nachingwea,Nachingwea District Hospital,2021,1,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2021,2,Healthy,1
Lindi,Nachingwea,Nachingwea District Hospital,2021,2,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2021,4,Healthy,1
Lindi,Nachingwea,Nachingwea District Hospital,2021,4,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2021,5,Suspect,2
Lindi,Nachingwea,Nachingwea District Hospital,2021,6,Suspect,2
Lindi,Nachingwea,Nachingwea District Hospital,2022,2,Suspect,2
Lindi,Nachingwea,Nachingwea District Hospital,2022,3,Healthy,1
Lindi,Nachingwea,Nachingwea District Hospital,2022,3,Suspect,2
Lindi,Nachingwea,Nachingwea District Hospital,2022,4,Suspect,5
Lindi,Nachingwea,Nachingwea District Hospital,2022,5,Suspect,7
Lindi,Nachingwea,Nachingwea District Hospital,2022,6,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2022,10,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2022,11,Healthy,1
Lindi,Nachingwea,Nachingwea District Hospital,2022,11,Suspect,3
Lindi,Nachingwea,Nachingwea District Hospital,2023,4,Suspect,2
Lindi,Nachingwea,Nachingwea District Hospital,2023,5,Suspect,5
Lindi,Nachingwea,Nachingwea District Hospital,2023,6,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2023,8,Suspect,2
Lindi,Nachingwea,Nachingwea District Hospital,2023,9,Suspect,1
Lindi,Nachingwea,Nachingwea District Hospital,2023,11,Suspect,6
Lindi,Nachingwea,Nachingwea District Hospital,2023,12,Suspect,1
Lindi,Nachingwea,Nyangao Hospital,2020,6,Suspect,2
Lindi,Nachingwea,Rabies Test Facility,2018,1,Suspect,1
Lindi,Nachingwea,Rabies Test Facility,2018,2,Healthy,2
Lindi,Nachingwea,Rabies Test Facility,2018,2,Suspect,1
Lindi,Nachingwea,Rabies Test Facility,2018,3,Healthy,6
Lindi,Nachingwea,Rabies Test Facility,2018,4,Healthy,8
Lindi,Nachingwea,Rabies Test Facility,2018,4,Suspect,2
Lindi,Nachingwea,Rabies Test Facility,2018,5,Healthy,5
Lindi,Nachingwea,Rabies Test Facility,2018,6,Healthy,2
Lindi,Nachingwea,Rabies Test Facility,2018,6,Suspect,3
Lindi,Nachingwea,Ruangwa District Hospital,2019,12,Suspect,1
Lindi,Ruangwa,Nachingwea District Hospital,2018,6,Suspect,1
Lindi,Ruangwa,Nachingwea District Hospital,2018,7,Suspect,1
Lindi,Ruangwa,Nachingwea District Hospital,2018,10,Suspect,1
Lindi,Ruangwa,Ndanda Hospital,2022,1,Healthy,1
Lindi,Ruangwa,Nyangao Hospital,2019,8,Suspect,1
Lindi,Ruangwa,Nyangao Hospital,2022,11,Suspect,1
Lindi,Ruangwa,Nyangao Hospital,2023,1,Suspect,1
Lindi,Ruangwa,Rabies Test Facility,2018,1,Healthy,3
Lindi,Ruangwa,Rabies Test Facility,2018,1,Suspect,2
Lindi,Ruangwa,Rabies Test Facility,2018,2,Healthy,1
Lindi,Ruangwa,Rabies Test Facility,2018,2,Suspect,1
Lindi,Ruangwa,Rabies Test Facility,2018,3,Healthy,2
Lindi,Ruangwa,Rabies Test Facility,2018,4,Healthy,3
Lindi,Ruangwa,Rabies Test Facility,2018,4,Suspect,1
Lindi,Ruangwa,Rabies Test Facility,2018,5,Healthy,4
Lindi,Ruangwa,Rabies Test Facility,2018,5,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2018,1,Suspect,2
Lindi,Ruangwa,Ruangwa District Hospital,2018,2,Suspect,2
Lindi,Ruangwa,Ruangwa District Hospital,2018,3,Suspect,2
Lindi,Ruangwa,Ruangwa District Hospital,2018,4,Suspect,3
Lindi,Ruangwa,Ruangwa District Hospital,2018,6,Suspect,2
Lindi,Ruangwa,Ruangwa District Hospital,2018,7,Suspect,4
Lindi,Ruangwa,Ruangwa District Hospital,2018,8,Suspect,13
Lindi,Ruangwa,Ruangwa District Hospital,2018,9,Suspect,3
Lindi,Ruangwa,Ruangwa District Hospital,2018,10,Suspect,3
Lindi,Ruangwa,Ruangwa District Hospital,2018,11,Suspect,10
Lindi,Ruangwa,Ruangwa District Hospital,2018,12,Healthy,1
Lindi,Ruangwa,Ruangwa District Hospital,2018,12,Suspect,2
Lindi,Ruangwa,Ruangwa District Hospital,2019,1,Healthy,1
Lindi,Ruangwa,Ruangwa District Hospital,2019,2,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2019,3,Healthy,2
Lindi,Ruangwa,Ruangwa District Hospital,2019,3,Suspect,2
Lindi,Ruangwa,Ruangwa District Hospital,2019,4,Healthy,1
Lindi,Ruangwa,Ruangwa District Hospital,2019,5,Healthy,4
Lindi,Ruangwa,Ruangwa District Hospital,2019,8,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2019,10,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2020,1,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2020,7,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2020,8,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2021,3,Suspect,4
Lindi,Ruangwa,Ruangwa District Hospital,2022,1,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2022,2,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2022,5,Healthy,2
Lindi,Ruangwa,Ruangwa District Hospital,2022,6,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2022,7,Suspect,4
Lindi,Ruangwa,Ruangwa District Hospital,2022,8,Suspect,2
Lindi,Ruangwa,Ruangwa District Hospital,2022,10,Healthy,1
Lindi,Ruangwa,Ruangwa District Hospital,2022,10,Suspect,2
Lindi,Ruangwa,Ruangwa District Hospital,2022,11,Suspect,5
Lindi,Ruangwa,Ruangwa District Hospital,2023,1,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2023,2,Healthy,1
Lindi,Ruangwa,Ruangwa District Hospital,2023,2,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2023,3,Healthy,1
Lindi,Ruangwa,Ruangwa District Hospital,2023,3,Suspect,8
Lindi,Ruangwa,Ruangwa District Hospital,2023,4,Healthy,2
Lindi,Ruangwa,Ruangwa District Hospital,2023,4,Suspect,2
Lindi,Ruangwa,Ruangwa District Hospital,2023,6,Suspect,6
Lindi,Ruangwa,Ruangwa District Hospital,2023,7,Suspect,1
Lindi,Ruangwa,Ruangwa District Hospital,2023,8,Suspect,1
Mara,Bunda,Bunda District Hospital,2018,7,Healthy,1
Mara,Bunda,Bunda District Hospital,2018,7,Suspect,2
Mara,Bunda,Bunda District Hospital,2018,8,Healthy,3
Mara,Bunda,Bunda District Hospital,2018,8,Suspect,2
Mara,Bunda,Bunda District Hospital,2018,9,Healthy,3
Mara,Bunda,Bunda District Hospital,2018,9,Suspect,2
Mara,Bunda,Bunda District Hospital,2018,10,Healthy,4
Mara,Bunda,Bunda District Hospital,2018,11,Healthy,1
Mara,Bunda,Bunda District Hospital,2018,12,Healthy,1
Mara,Bunda,Bunda District Hospital,2019,3,Suspect,3
Mara,Bunda,Bunda District Hospital,2019,4,Suspect,4
Mara,Bunda,Bunda District Hospital,2019,5,Suspect,3
Mara,Bunda,Bunda District Hospital,2019,6,Healthy,4
Mara,Bunda,Bunda District Hospital,2019,6,Suspect,1
Mara,Bunda,Bunda District Hospital,2019,7,Healthy,2
Mara,Bunda,Bunda District Hospital,2019,8,Healthy,1
Mara,Bunda,Bunda District Hospital,2019,9,Suspect,1
Mara,Bunda,Bunda District Hospital,2019,10,Healthy,6
Mara,Bunda,Bunda District Hospital,2019,12,Healthy,2
Mara,Bunda,Bunda District Hospital,2020,1,Suspect,1
Mara,Bunda,Bunda District Hospital,2020,3,Suspect,6
Mara,Bunda,Bunda District Hospital,2020,4,Suspect,12
Mara,Bunda,Bunda District Hospital,2020,5,Suspect,8
Mara,Bunda,Bunda District Hospital,2020,7,Suspect,2
Mara,Bunda,Bunda District Hospital,2020,8,Suspect,4
Mara,Bunda,Bunda District Hospital,2020,11,Suspect,9
Mara,Bunda,Bunda District Hospital,2020,12,Healthy,4
Mara,Bunda,Bunda District Hospital,2020,12,Suspect,7
Mara,Bunda,Bunda District Hospital,2021,1,Suspect,7
Mara,Bunda,Bunda District Hospital,2021,2,Healthy,7
Mara,Bunda,Bunda District Hospital,2021,2,Suspect,4
Mara,Bunda,Bunda District Hospital,2021,5,Healthy,5
Mara,Bunda,Bunda District Hospital,2021,5,Suspect,11
Mara,Bunda,Bunda District Hospital,2021,6,Healthy,4
Mara,Bunda,Bunda District Hospital,2021,6,Suspect,3
Mara,Bunda,Bunda District Hospital,2021,7,Suspect,1
Mara,Bunda,Bunda District Hospital,2021,9,Suspect,3
Mara,Bunda,Bunda District Hospital,2021,10,Suspect,3
Mara,Bunda,Bunda District Hospital,2021,11,Suspect,5
Mara,Bunda,Bunda District Hospital,2021,12,Suspect,7
Mara,Bunda,Bunda District Hospital,2022,1,Suspect,9
Mara,Bunda,Bunda District Hospital,2022,2,Suspect,8
Mara,Bunda,Bunda District Hospital,2022,3,Suspect,8
Mara,Bunda,Bunda District Hospital,2022,4,Healthy,1
Mara,Bunda,Bunda District Hospital,2022,4,Suspect,3
Mara,Bunda,Bunda District Hospital,2022,5,Healthy,6
Mara,Bunda,Bunda District Hospital,2022,5,Suspect,3
Mara,Bunda,Bunda District Hospital,2022,6,Healthy,4
Mara,Bunda,Bunda District Hospital,2022,6,Suspect,2
Mara,Bunda,Bunda District Hospital,2022,7,Healthy,1
Mara,Bunda,Bunda District Hospital,2022,7,Suspect,4
Mara,Bunda,Bunda District Hospital,2022,8,Healthy,3
Mara,Bunda,Bunda District Hospital,2022,11,Healthy,4
Mara,Bunda,Bunda District Hospital,2022,11,Suspect,1
Mara,Bunda,Bunda District Hospital,2022,12,Healthy,1
Mara,Bunda,Bunda District Hospital,2022,12,Suspect,2
Mara,Bunda,Bunda District Hospital,2023,1,Healthy,1
Mara,Bunda,Bunda District Hospital,2023,1,Suspect,7
Mara,Bunda,Bunda District Hospital,2023,2,Suspect,3
Mara,Bunda,Bunda District Hospital,2023,3,Suspect,3
Mara,Bunda,Bunda District Hospital,2023,4,Suspect,2
Mara,Bunda,Bunda District Hospital,2023,5,Healthy,1
Mara,Bunda,Bunda District Hospital,2023,5,Suspect,2
Mara,Bunda,Bunda District Hospital,2023,7,Suspect,2
Mara,Bunda,Bunda District Hospital,2023,8,Suspect,2
Mara,Bunda,Bunda District Hospital,2023,12,Healthy,2
Mara,Bunda,Bunda District Hospital,2023,12,Suspect,3
Mara,Bunda,Ikizu Health Center,2018,7,Suspect,1
Mara,Bunda,Ikizu Health Center,2018,9,Suspect,1
Mara,Bunda,Ikizu Health Center,2018,12,Healthy,1
Mara,Bunda,Ikizu Health Center,2020,1,Healthy,1
Mara,Bunda,Ikizu Health Center,2021,1,Healthy,1
Mara,Bunda,Ikizu Health Center,2022,3,Healthy,4
Mara,Bunda,Ikizu Health Center,2022,3,Suspect,3
Mara,Bunda,Ikizu Health Center,2022,4,Healthy,8
Mara,Bunda,Ikizu Health Center,2022,4,Suspect,4
Mara,Bunda,Ikizu Health Center,2022,5,Healthy,1
Mara,Bunda,Ikizu Health Center,2022,5,Suspect,2
Mara,Bunda,Ikizu Health Center,2022,6,Healthy,1
Mara,Bunda,Ikizu Health Center,2023,1,Suspect,2
Mara,Bunda,Isenye Dispensary,2021,2,Healthy,2
Mara,Bunda,Kisemu Dispensary,2019,8,Healthy,1
Mara,Bunda,Kisorya Health Center,2018,7,Healthy,1
Mara,Bunda,Kisorya Health Center,2018,10,Suspect,1
Mara,Bunda,Kisorya Health Center,2019,7,Healthy,1
Mara,Bunda,Kisorya Health Center,2020,2,Healthy,1
Mara,Bunda,Kisorya Health Center,2020,6,Suspect,1
Mara,Bunda,Kisorya Health Center,2020,7,Suspect,2
Mara,Bunda,Kisorya Health Center,2020,9,Suspect,1
Mara,Bunda,Kisorya Health Center,2021,5,Suspect,2
Mara,Bunda,Kisorya Health Center,2022,2,Suspect,1
Mara,Bunda,Kisorya Health Center,2022,3,Suspect,1
Mara,Bunda,Kisorya Health Center,2022,4,Suspect,2
Mara,Bunda,Kisorya Health Center,2022,5,Healthy,2
Mara,Bunda,Kisorya Health Center,2022,5,Suspect,2
Mara,Bunda,Manyamanyama Health Center,2018,7,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2018,8,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2018,10,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2018,11,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2018,12,Suspect,2
Mara,Bunda,Manyamanyama Health Center,2019,1,Healthy,2
Mara,Bunda,Manyamanyama Health Center,2019,1,Suspect,4
Mara,Bunda,Manyamanyama Health Center,2019,2,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2019,3,Healthy,3
Mara,Bunda,Manyamanyama Health Center,2019,3,Suspect,3
Mara,Bunda,Manyamanyama Health Center,2019,4,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2019,6,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2019,8,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2019,9,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2019,9,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2019,10,Healthy,2
Mara,Bunda,Manyamanyama Health Center,2019,10,Suspect,3
Mara,Bunda,Manyamanyama Health Center,2019,11,Healthy,2
Mara,Bunda,Manyamanyama Health Center,2019,11,Suspect,5
Mara,Bunda,Manyamanyama Health Center,2019,12,Suspect,6
Mara,Bunda,Manyamanyama Health Center,2020,1,Suspect,6
Mara,Bunda,Manyamanyama Health Center,2020,4,Healthy,3
Mara,Bunda,Manyamanyama Health Center,2020,4,Suspect,8
Mara,Bunda,Manyamanyama Health Center,2020,5,Healthy,5
Mara,Bunda,Manyamanyama Health Center,2020,5,Suspect,4
Mara,Bunda,Manyamanyama Health Center,2020,6,Healthy,3
Mara,Bunda,Manyamanyama Health Center,2020,6,Suspect,7
Mara,Bunda,Manyamanyama Health Center,2020,7,Healthy,2
Mara,Bunda,Manyamanyama Health Center,2020,7,Suspect,8
Mara,Bunda,Manyamanyama Health Center,2020,8,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2020,9,Healthy,1
